division,district,block,cluster,school,week,teachers_registered,baseline_assessments,baseline_average_level,tutoring_calls,endline_assessments,endline_average_level
DHARWAD,HAVERI,HANAGAL,ADUR,GHPS SHIGIHALLI,2025-02-17/2025-02-23,1,21,2.619047619047619,0,0,
MYSURU,MYSURU,H.D.KOTE,KYATHANAHALLI,GHPS SHINDENAHALLI,2025-02-10/2025-02-16,1,2,1.5,8,2,4.0
MYSURU,MYSURU,H.D.KOTE,KYATHANAHALLI,GHPS SHINDENAHALLI,2025-02-17/2025-02-23,2,7,1.8571428571428572,17,5,4.0
MYSURU,MYSURU,H.D.KOTE,KYATHANAHALLI,GHPS SHINDENAHALLI,2025-02-24/2025-03-02,2,5,2.2,15,6,3.3333333333333335
DHARWAD,DHARWAD,KALGHATAGI,DEVIKOPPA,GHPS SHINGANAHALLI,2025-02-03/2025-02-09,1,0,,0,0,
DHARWAD,HAVERI,SHIGGOAN,CHANDAPUR,GHPS SHINGAPUR,2025-02-03/2025-02-09,1,1,3.0,0,0,
DHARWAD,HAVERI,SAVANUR,SHIRABADAGI,GHPS SHIRABADAGI,2025-02-10/2025-02-16,2,0,,6,0,
DHARWAD,HAVERI,SAVANUR,SHIRABADAGI,GHPS SHIRABADAGI L.T,2025-02-10/2025-02-16,1,1,4.0,0,3,4.0
MYSURU,MYSURU,H.D.KOTE,BEECHANA HALLI,GHPS SHIRAMALLI,2025-02-10/2025-02-16,1,3,3.6666666666666665,6,7,2.7142857142857144
DHARWAD,HAVERI,HANAGAL,SHIRGOD,GHPS SHIRGOD,2025-02-10/2025-02-16,2,0,,0,0,
DHARWAD,GADAG,GADAG RURAL,YALISHIRUR,GHPS SHIRUNJA,2025-02-10/2025-02-16,3,7,2.2857142857142856,0,2,2.5
KALABURAGI,KOPPAL,YELBURGA,YADIYAPURA,GHPS SHIRURU,2025-02-17/2025-02-23,2,2,1.5,0,0,
KALABURAGI,KOPPAL,YELBURGA,YADIYAPURA,GHPS SHIRURU,2025-02-24/2025-03-02,2,4,0.75,0,0,
DHARWAD,HAVERI,SHIGGOAN,HULAGUR,GHPS SHISHUVINAHAL,2025-02-03/2025-02-09,1,1,3.0,0,0,
DHARWAD,HAVERI,SHIGGOAN,HULAGUR,GHPS SHISHUVINAHAL,2025-02-10/2025-02-16,3,11,2.272727272727273,9,2,1.5
DHARWAD,DHARWAD,NAVALGUND,NALAVADI,GHPS SHISUVINAHALLI,2025-02-10/2025-02-16,3,1,0.0,14,8,3.75
DHARWAD,GADAG,MUNDARAGI,KADAMPUR,GHPS SHIVAJINAGAR(SHINGAT.KERI,2025-02-17/2025-02-23,1,4,1.25,0,0,
MYSURU,MYSURU,H.D.KOTE,M C THALALU,GHPS SHIVAPURA,2025-02-03/2025-02-09,1,2,3.0,0,0,
MYSURU,MYSURU,H.D.KOTE,M C THALALU,GHPS SHIVAPURA,2025-02-10/2025-02-16,1,2,3.0,0,0,
KALABURAGI,BALLARI,BELLARY WEST,METRI,GHPS SHIVAPURA METRI,2025-02-24/2025-03-02,1,1,2.0,1,1,3.0
DHARWAD,HAVERI,HANAGAL,SHYADAGUPPI,GHPS SHYADAGUPPI,2025-02-10/2025-02-16,1,4,0.75,8,2,4.0
DHARWAD,HAVERI,HANAGAL,SHYADAGUPPI,GHPS SHYADAGUPPI,2025-02-17/2025-02-23,1,0,,8,2,3.5
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,VENKATAIANA CHATHRA,GHPS SIDDAIAHANA PURA,2025-02-10/2025-02-16,3,11,2.909090909090909,0,0,
DHARWAD,GADAG,NARAGUND,JAGAPUR,GHPS SIDDAPUR,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,GADAG,NARAGUND,JAGAPUR,GHPS SIDDAPUR,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,ARAKERI,GHPS SIDDAPUR ARAKERI,2025-02-10/2025-02-16,3,4,1.25,1,4,1.75
KALABURAGI,BALLARI,SANDUR,KRISHNANAGARA,GHPS SIDDAPURA,2025-01-27/2025-02-02,1,3,1.3333333333333333,0,0,
KALABURAGI,BALLARI,SANDUR,KRISHNANAGARA,GHPS SIDDAPURA,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,GADAG,GADAG RURAL,BELADADI,GHPS SIDDARAMESHWAR NAGAR,2025-02-10/2025-02-16,2,7,0.8571428571428571,6,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIKKA JOGI HALLI,GHPS SIDDHAPURA,2025-02-03/2025-02-09,1,2,3.5,2,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIKKA JOGI HALLI,GHPS SIDDHAPURA,2025-02-10/2025-02-16,2,8,1.5,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,GANGAVATHI,GHPS SIDDIKERI CAMP GANGAVATHI,2025-02-10/2025-02-16,1,3,4.0,0,0,
KALABURAGI,KOPPAL,YELBURGA,TALAKERE,GHPS SIDLABHAVI,2025-02-24/2025-03-02,2,18,2.888888888888889,0,0,
KALABURAGI,KOPPAL,YELBURGA,BINNAL,GHPS SIDNEKOPPA,2025-02-24/2025-03-02,3,9,1.4444444444444444,9,8,2.75
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,THAMBRA HALLI,GHPS SIGENAHALLI EAST BLOCK,2025-02-17/2025-02-23,1,1,3.0,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,SIDDAPUR,GHPS SINGANHAL,2025-02-03/2025-02-09,2,2,0.5,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,SIDDAPUR,GHPS SINGANHAL,2025-02-10/2025-02-16,2,12,1.3333333333333333,29,9,3.5555555555555554
KALABURAGI,BALLARI,SIRUGUPPA,SIRIGERI,GHPS SIRIGERI,2025-02-03/2025-02-09,1,1,4.0,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,SIRIGERI,GHPS SIRIGERI,2025-02-17/2025-02-23,1,3,1.3333333333333333,11,3,3.3333333333333335
KALABURAGI,BALLARI,SIRUGUPPA,SIRIGERI,GHPS SIRIGERI,2025-02-24/2025-03-02,1,4,1.5,17,4,3.75
KALABURAGI,BALLARI,SIRUGUPPA,RARAVI,GHPS SIRINAGAR CAMP,2025-02-24/2025-03-02,1,5,2.4,6,7,3.857142857142857
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SIRIWARA,2025-02-03/2025-02-09,1,3,0.6666666666666666,9,0,
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SIRIWARA,2025-02-10/2025-02-16,2,9,1.7777777777777777,11,0,
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SIRIWARA,2025-02-17/2025-02-23,1,0,,18,1,2.0
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,H.B. HALLI,GHPS SIVANANDA NAGARA,2025-02-17/2025-02-23,2,7,2.0,11,1,2.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,SOLLAMMA MANDIRA,GHPS SOLLAMMA,2025-02-17/2025-02-23,1,4,1.5,12,3,2.3333333333333335
MYSURU,CHAMARAJANAGARA,GUNDULPET,KABBAHALLI,GHPS SOMAHALLI,2025-02-10/2025-02-16,1,1,4.0,1,7,4.0
KALABURAGI,BALLARI,BELLARY WEST,KALLUKAMBA,GHPS SOMALAPURA,2025-02-10/2025-02-16,5,5,3.4,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SOMALAPURA,2025-02-10/2025-02-16,5,5,3.4,0,0,
KALABURAGI,BALLARI,SANDUR,YASHVANTHNAGARA,GHPS SOMALAPURA,2025-02-10/2025-02-16,5,5,3.4,0,0,
KALABURAGI,BALLARI,BELLARY WEST,KALLUKAMBA,GHPS SOMALAPURA,2025-02-17/2025-02-23,4,18,2.888888888888889,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SOMALAPURA,2025-02-17/2025-02-23,4,18,2.888888888888889,0,0,
KALABURAGI,BALLARI,SANDUR,YASHVANTHNAGARA,GHPS SOMALAPURA,2025-02-17/2025-02-23,4,18,2.888888888888889,0,0,
KALABURAGI,BALLARI,BELLARY WEST,KALLUKAMBA,GHPS SOMALAPURA,2025-02-24/2025-03-02,8,14,1.5714285714285714,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SOMALAPURA,2025-02-24/2025-03-02,8,14,1.5714285714285714,0,0,
KALABURAGI,BALLARI,SANDUR,YASHVANTHNAGARA,GHPS SOMALAPURA,2025-02-24/2025-03-02,8,14,1.5714285714285714,0,0,
DHARWAD,GADAG,RON,HULLUR,GHPS SOMANAKATTI,2025-02-10/2025-02-16,1,1,3.0,0,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS SOMANAKOPPA,2025-02-10/2025-02-16,2,6,1.8333333333333333,11,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS SOMANAKOPPA,2025-02-17/2025-02-23,1,4,2.5,6,1,4.0
MYSURU,MYSURU,T.N.PURA,SOSALE,GHPS SOMANATHA PURA,2025-02-24/2025-03-02,1,1,2.0,2,1,4.0
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SOMAPPA CAMP HPT,2025-02-10/2025-02-16,1,3,2.6666666666666665,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SOMAPPA CAMP HPT,2025-02-24/2025-03-02,2,7,1.7142857142857142,0,0,
DHARWAD,HAVERI,HANAGAL,BALAMBEED,GHPS SOMAPUR,2025-02-10/2025-02-16,1,0,,0,1,4.0
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,CHAMARAJANAGAR - I,GHPS SOMAVARAPET,2025-02-10/2025-02-16,3,12,1.3333333333333333,0,0,
KALABURAGI,KOPPAL,YELBURGA,ITAGI,GHPS SOMPUR(S.C.RLY),2025-02-24/2025-03-02,1,0,,0,0,
DHARWAD,HAVERI,HANAGAL,UPPANASI,GHPS SOMSAGAR,2025-02-10/2025-02-16,3,15,1.9333333333333333,18,9,3.7777777777777777
DHARWAD,HAVERI,HANAGAL,UPPANASI,GHPS SOMSAGAR,2025-02-24/2025-03-02,1,0,,0,0,
MYSURU,MYSURU,H.D.KOTE,H.D.KOTE,GHPS SONA HALLI,2025-02-10/2025-02-16,1,3,0.6666666666666666,3,0,
MYSURU,MYSURU,H.D.KOTE,H.D.KOTE,GHPS SONA HALLI,2025-02-17/2025-02-23,1,6,1.6666666666666667,6,9,2.2222222222222223
KALABURAGI,VIJAYANAGARA,KUDLIGI,M.B. IYYANA HALLI,GHPS SOOLADHA HALLI,2025-02-24/2025-03-02,1,0,,0,0,
DHARWAD,DHARWAD,NAVALGUND,NAVALAGUND 2,GHPS SOTAKANAL,2025-02-10/2025-02-16,2,5,2.0,0,1,4.0
KALABURAGI,BALLARI,SANDUR,CHORNUR,GHPS SOVENA HALLI,2025-02-03/2025-02-09,1,1,2.0,0,0,
KALABURAGI,BALLARI,SANDUR,CHORNUR,GHPS SOVENA HALLI,2025-02-10/2025-02-16,4,11,1.3636363636363635,5,2,2.0
KALABURAGI,BALLARI,SANDUR,CHORNUR,GHPS SOVENA HALLI,2025-02-17/2025-02-23,1,0,,2,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS SREE MARULA SIDDESWAR,2025-02-03/2025-02-09,1,1,2.0,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS SREE MARULA SIDDESWAR,2025-02-10/2025-02-16,1,3,3.3333333333333335,3,3,3.3333333333333335
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS SREE MARULA SIDDESWAR,2025-02-17/2025-02-23,2,16,1.1875,20,5,3.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,"UJJINI, FOR GIRLS",GHPS SREE MARULA SIDDESWAR,2025-02-24/2025-03-02,2,7,1.0,4,4,2.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,"KUDLIGI, FOR GIRLS",GHPS SRI B L CHANNA 7TH W,2025-02-17/2025-02-23,1,4,2.0,4,4,4.0
KALABURAGI,BALLARI,SANDUR,BANDRI,GHPS SRI RAMASHETTY HALLI,2025-02-03/2025-02-09,4,13,0.46153846153846156,46,13,3.076923076923077
KALABURAGI,BALLARI,BELLARY EAST,KORLAGUNDI,GHPS SRIDHARAGADDA,2025-02-10/2025-02-16,3,9,1.2222222222222223,8,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SRIRAMA RANGAPURA,2025-02-24/2025-03-02,2,4,2.75,0,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (E),GHPS SRISHYLA NAGAR KOPPAL,2025-02-24/2025-03-02,1,6,2.8333333333333335,0,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (W),GHPS STATION ADURUGADDE KOPPA,2025-02-24/2025-03-02,1,2,2.5,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SUGGENA HALLI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,BALLARI,BELLARY WEST,SUGGENAHALLI,GHPS SUGGENA HALLI,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,KANAKAGIRI SOUTH,GHPS SULEKAL,2025-02-03/2025-02-09,2,2,1.5,1,0,
KALABURAGI,KOPPAL,GANGAVATHI,KANAKAGIRI SOUTH,GHPS SULEKAL,2025-02-10/2025-02-16,2,5,1.4,0,0,
KALABURAGI,KALBURGI,CHINCHOLI,SULEPETH URDU,GHPS SULEPETH (URDU),2025-02-10/2025-02-16,1,4,2.75,0,0,
DHARWAD,DHARWAD,KALGHATAGI,KUDALAGI,GHPS SULIKATTI,2025-02-17/2025-02-23,2,1,4.0,1,0,
DHARWAD,DHARWAD,KALGHATAGI,KUDALAGI,GHPS SULIKATTI,2025-02-24/2025-03-02,2,27,3.185185185185185,0,0,
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SULTANPUR,2025-02-03/2025-02-09,1,3,3.3333333333333335,0,0,
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SULTANPUR,2025-02-10/2025-02-16,3,29,1.793103448275862,27,6,4.0
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SULTANPUR,2025-02-17/2025-02-23,2,1,3.0,24,7,3.7142857142857144
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SULTANPUR,2025-02-24/2025-03-02,1,0,,9,2,4.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,"KOTTUR, LBS BADAVANE",GHPS SUNKADHA KALLU,2025-02-17/2025-02-23,2,0,,0,12,2.5833333333333335
BENGALURU,SHIVAMOGGA,SHIKARIPUR,SUNNADAKOPPA,GHPS SUNNADAKOPPA,2025-02-03/2025-02-09,2,10,1.9,20,3,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,SUNNADAKOPPA,GHPS SUNNADAKOPPA,2025-02-10/2025-02-16,2,0,,6,5,3.8
DHARWAD,HAVERI,HANAGAL,AKKIALUR,GHPS SURALESHWAR,2025-02-03/2025-02-09,1,9,2.3333333333333335,0,0,
DHARWAD,HAVERI,HANAGAL,AKKIALUR,GHPS SURALESHWAR,2025-02-10/2025-02-16,1,5,1.0,13,2,4.0
DHARWAD,HAVERI,HANAGAL,AKKIALUR,GHPS SURALESHWAR,2025-02-17/2025-02-23,1,4,0.5,4,1,2.0
DHARWAD,GADAG,SHIRHATTI,SURANAGI,GHPS SURANAGI,2025-02-10/2025-02-16,1,3,1.3333333333333333,1,0,
DHARWAD,GADAG,SHIRHATTI,SURANAGI,GHPS SURANAGI,2025-02-17/2025-02-23,2,1,2.0,12,1,3.0
DHARWAD,GADAG,SHIRHATTI,SURANAGI,GHPS SURANAGI,2025-02-24/2025-03-02,1,1,1.0,0,2,1.0
DHARWAD,DHARWAD,KALGHATAGI,GANJIGATTI,GHPS SURASHETTIKOPPA,2025-02-03/2025-02-09,1,1,2.0,2,0,
DHARWAD,DHARWAD,KALGHATAGI,GANJIGATTI,GHPS SURASHETTIKOPPA,2025-02-10/2025-02-16,1,0,,2,1,4.0
DHARWAD,GADAG,NARAGUND,SURAKOD,GHPS SURKOD,2025-02-10/2025-02-16,3,0,,0,0,
KALABURAGI,BALLARI,SANDUR,BOMMA GATTA,GHPS SWAMY HALLI,2025-02-10/2025-02-16,2,4,1.25,0,0,
KALABURAGI,BALLARI,SANDUR,BOMMA GATTA,GHPS SWAMY HALLI,2025-02-24/2025-03-02,1,0,,2,0,
KALABURAGI,BALLARI,BELLARY WEST,KUDITHINI,GHPS SWS KUDITHINI,2025-02-10/2025-02-16,2,5,1.0,20,5,3.0
KALABURAGI,BALLARI,SIRUGUPPA,SIRIGERI,GHPS SWS SIRIGERI,2025-02-24/2025-03-02,2,31,1.6451612903225807,16,1,3.0
KALABURAGI,VIJAYANAGARA,HOSPET,CHILAKANA HATTI,GHPS T.B.THANDA,2025-02-10/2025-02-16,14,39,1.435897435897436,123,38,2.8421052631578947
KALABURAGI,VIJAYANAGARA,HOSPET,CHILAKANA HATTI,GHPS T.B.THANDA,2025-02-17/2025-02-23,8,15,1.0666666666666667,60,15,1.8
MYSURU,MYSURU,T.N.PURA,TALAKADU,GHPS T.BETTA HALLI,2025-02-24/2025-03-02,1,1,1.0,0,0,
MYSURU,MYSURU,T.N.PURA,MADHAPURA,GHPS T.DODDA PURA,2025-02-24/2025-03-02,2,4,0.75,4,0,
MYSURU,CHAMARAJANAGARA,YELANDUR,MADDUR,GHPS T.HOSUR,2025-02-03/2025-02-09,1,1,2.0,0,0,
MYSURU,CHAMARAJANAGARA,YELANDUR,MADDUR,GHPS T.HOSUR,2025-02-10/2025-02-16,1,5,1.6,4,4,4.0
MYSURU,MYSURU,T.N.PURA,HOSAKUKKUR 1,GHPS T.MEGADA HALLI,2025-02-10/2025-02-16,1,10,1.7,6,6,2.3333333333333335
MYSURU,MYSURU,T.N.PURA,HOSAKUKKUR 1,GHPS T.MEGADA HALLI,2025-02-17/2025-02-23,1,0,,2,0,
MYSURU,MYSURU,T.N.PURA,HOSAKUKKUR 1,GHPS T.MEGADA HALLI,2025-02-24/2025-03-02,1,0,,3,0,
KALABURAGI,BALLARI,SIRUGUPPA,HATCHOLLI,GHPS T.SALLA KUDLUR,2025-02-03/2025-02-09,2,3,1.3333333333333333,12,4,3.0
KALABURAGI,BALLARI,SIRUGUPPA,HATCHOLLI,GHPS T.SALLA KUDLUR,2025-02-10/2025-02-16,2,24,0.7916666666666666,86,21,1.7619047619047619
KALABURAGI,BALLARI,SIRUGUPPA,HATCHOLLI,GHPS T.SALLA KUDLUR,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,"WARD 15, HOSPET","GHPS TAGORE, COWL PET, HPT",2025-02-10/2025-02-16,3,6,1.8333333333333333,0,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,BILIKI,GHPS TALAGUNDA,2025-02-10/2025-02-16,2,4,1.5,7,2,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,BILIKI,GHPS TALAGUNDA,2025-02-17/2025-02-23,1,3,1.0,12,2,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,BILIKI,GHPS TALAGUNDA,2025-02-24/2025-03-02,1,2,0.5,6,0,
KALABURAGI,KOPPAL,KOPPAL,IRAKALAGADA,GHPS TALAKANAKAPUR,2025-02-24/2025-03-02,1,1,3.0,0,0,
KALABURAGI,BALLARI,BELLARY WEST,EMMIGANUR,GHPS TALAVARA PETE EMMIGANUR,2025-02-10/2025-02-16,2,2,3.5,0,0,
KALABURAGI,BALLARI,BELLARY WEST,EMMIGANUR,GHPS TALAVARA PETE EMMIGANUR,2025-02-24/2025-03-02,3,7,3.4285714285714284,0,0,
DHARWAD,GADAG,RON,KOTABAL,GHPS TALLIHAL,2025-02-10/2025-02-16,2,1,3.0,5,0,
DHARWAD,HAVERI,SAVANUR,HATTIMATTUR,GHPS TALLIHALLI,2025-02-10/2025-02-16,1,7,2.2857142857142856,0,0,
KALABURAGI,KOPPAL,YELBURGA,VAJRABANDI,GHPS TALLUR,2025-02-24/2025-03-02,4,25,1.04,19,15,3.2
BENGALURU,SHIVAMOGGA,SORAB,ANAVATTI,GHPS TALLURU,2025-02-03/2025-02-09,1,3,0.3333333333333333,3,0,
BENGALURU,SHIVAMOGGA,SORAB,ANAVATTI,GHPS TALLURU,2025-02-10/2025-02-16,1,4,0.75,1,1,2.0
BENGALURU,SHIVAMOGGA,SORAB,ANAVATTI,GHPS TALLURU,2025-02-17/2025-02-23,2,8,1.125,0,2,1.5
KALABURAGI,BALLARI,SIRUGUPPA,TALUR,GHPS TALUR,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,TALUR,GHPS TALUR,2025-02-10/2025-02-16,7,41,1.0,40,31,2.3870967741935485
KALABURAGI,BALLARI,SIRUGUPPA,TALUR,GHPS TALUR,2025-02-17/2025-02-23,2,0,,2,5,2.8
KALABURAGI,BALLARI,SIRUGUPPA,TALUR,GHPS TALUR,2025-02-24/2025-03-02,1,1,1.0,2,0,
DHARWAD,GADAG,MUNDARAGI,HIREWADDTTI,GHPS TAMBRAGUNDI,2025-02-17/2025-02-23,1,1,2.0,0,0,
DHARWAD,DHARWAD,KALGHATAGI,DEVIKOPPA,GHPS TAMBUR,2025-02-10/2025-02-16,1,1,3.0,1,4,3.75
DHARWAD,DHARWAD,KALGHATAGI,DEVIKOPPA,GHPS TAMBUR,2025-02-17/2025-02-23,1,0,,0,4,3.75
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,VENKATAIANA CHATHRA,GHPS TAMIL CHIKKAHOLE,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,RAICHUR,LINGASUGUR,HATTI,GHPS TAMIL TELAGU HATTI CAMP,2025-02-10/2025-02-16,1,1,1.0,3,1,4.0
KALABURAGI,KOPPAL,KOPPAL,HALAGERI,GHPS TANAKANAKAL,2025-02-24/2025-03-02,2,6,2.6666666666666665,0,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPUR-2,GHPS TARALAGHATTA,2025-02-17/2025-02-23,1,7,0.7142857142857143,6,6,3.3333333333333335
BENGALURU,SHIVAMOGGA,SORAB,YENNEKOPPA,GHPS TATTURU,2025-02-24/2025-03-02,1,3,1.6666666666666667,0,0,
BENGALURU,SHIVAMOGGA,SORAB,YENNEKOPPA,GHPS TATTURU- VADDIGERE,2025-02-10/2025-02-16,1,1,3.0,0,0,
BENGALURU,SHIVAMOGGA,SORAB,YENNEKOPPA,GHPS TATTURU- VADDIGERE,2025-02-17/2025-02-23,1,1,3.0,2,0,
DHARWAD,DHARWAD,KALGHATAGI,MUKKAL,GHPS TAVARAGERI,2025-02-17/2025-02-23,3,23,2.782608695652174,14,14,3.7857142857142856
DHARWAD,DHARWAD,KALGHATAGI,MUKKAL,GHPS TAVARAGERI,2025-02-24/2025-03-02,2,7,2.7142857142857144,9,6,3.5
DHARWAD,DHARWAD,KUNDAGOL,INGALAGI,GHPS TEERTHA,2025-02-10/2025-02-16,1,10,2.9,0,0,
KALABURAGI,BALLARI,BELLARY EAST,PATELANAGAR BELLARY,GHPS TEGGINA BUDHIHAL,2025-02-10/2025-02-16,2,6,2.1666666666666665,3,9,3.111111111111111
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,THAMBRA HALLI,GHPS TELIGOLI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,THAMBRA HALLI,GHPS TELIGOLI,2025-02-24/2025-03-02,1,0,,4,0,
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 6TH WARD",GHPS TELUGU SIRUGUPPA,2025-02-24/2025-03-02,1,1,1.0,0,0,
KALABURAGI,KOPPAL,KUSTAGI,BIJAKAL,GHPS TENGUNTI,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,KOPPAL,KUSTAGI,BIJAKAL,GHPS TENGUNTI,2025-02-24/2025-03-02,1,1,2.0,1,1,2.0
MYSURU,CHAMARAJANAGARA,GUNDULPET,TERAKANAMBI,GHPS TERAKANAMBI HUNDI-1,2025-02-10/2025-02-16,2,3,1.6666666666666667,3,1,4.0
MYSURU,CHAMARAJANAGARA,GUNDULPET,TERAKANAMBI,GHPS TERAKANAMBI HUNDI-1,2025-02-17/2025-02-23,1,2,1.0,10,3,3.0
MYSURU,MYSURU,H.D.KOTE,N.BEGUR,GHPS TERANI MANTI,2025-02-03/2025-02-09,1,0,,0,0,
MYSURU,MYSURU,H.D.KOTE,N.BEGUR,GHPS TERANI MANTI,2025-02-10/2025-02-16,1,5,1.8,0,0,
DHARWAD,HAVERI,HAVERI,MEVUNDI,GHPS TEREDAHALLI,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THALURU,2025-02-03/2025-02-09,1,1,3.0,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THALURU,2025-02-10/2025-02-16,3,6,1.8333333333333333,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THALURU,2025-02-24/2025-03-02,6,5,1.0,0,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,NANJEDEVANAPURA,GHPS THAMADA HALLI,2025-02-10/2025-02-16,1,4,3.25,0,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,NANJEDEVANAPURA,GHPS THAMADA HALLI,2025-02-17/2025-02-23,1,5,1.0,6,6,2.1666666666666665
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THARA NAGARA ASHRAYA,2025-02-03/2025-02-09,2,4,1.75,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THARA NAGARA ASHRAYA,2025-02-10/2025-02-16,3,9,2.4444444444444446,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS THARA NAGARA ASHRAYA,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,HUDEM,GHPS THAYAKANA HALLI,2025-02-03/2025-02-09,2,2,2.0,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,HUDEM,GHPS THAYAKANA HALLI,2025-02-24/2025-03-02,1,4,1.0,0,0,
MYSURU,CHAMARAJANAGARA,CHAMARAJA NAGAR,BAGALI,GHPS THELLANUR,2025-02-10/2025-02-16,1,1,4.0,0,1,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPUR-2,GHPS THIMALAPURA,2025-02-10/2025-02-16,1,1,4.0,0,0,
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPUR-2,GHPS THIMALAPURA,2025-02-17/2025-02-23,1,9,3.111111111111111,0,6,4.0
KALABURAGI,VIJAYANAGARA,HOSPET,CHILAKANA HATTI,GHPS THIMMALAPURA,2025-02-10/2025-02-16,3,2,2.0,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,CHILAKANA HATTI,GHPS THIMMALAPURA,2025-02-17/2025-02-23,2,3,3.0,1,1,3.0
KALABURAGI,BALLARI,BELLARY WEST,KUDITHINI,GHPS THIMMALAPURA KUDITHINI,2025-02-10/2025-02-16,3,9,1.3333333333333333,0,0,
