division,district,block,cluster,school,week,teachers_registered,baseline_assessments,baseline_average_level,tutoring_calls,endline_assessments,endline_average_level
KALABURAGI,YADAGIRI,SHORAPUR,SHORAPUR,GOVT LPS BHOVIGALLI,2025-02-03/2025-02-09,1,3,1.0,12,3,3.6666666666666665
KALABURAGI,YADAGIRI,SHORAPUR,SHORAPUR,GOVT LPS BHOVIGALLI,2025-02-17/2025-02-23,1,3,0.6666666666666666,12,3,4.0
KALABURAGI,KALBURGI,ALAND,BHUSANOOR,GOVT LPS BHUSANUR SUGAR FACTOR,2025-02-10/2025-02-16,1,3,2.3333333333333335,2,2,3.0
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,BASAVANA BAGEWADI NO. 1,"GOVT LPS BHUTAPPANKERE, BAGEWADI",2025-02-10/2025-02-16,2,4,3.25,0,1,4.0
DHARWAD,BAGALKOT,JAMAKHANDI,TODALBAGI,GOVT LPS BIDARI VASTI TODALABAGI,2025-02-10/2025-02-16,2,19,1.2105263157894737,13,17,2.4705882352941178
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMANCHOD,GOVT LPS BIKKUNAI TANDA,2025-02-24/2025-03-02,2,4,2.0,3,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BABALESHWAR,GOVT LPS BILUR TOTADAVASTI BABALE,2025-02-03/2025-02-09,1,0,,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BABALESHWAR,GOVT LPS BILUR TOTADAVASTI BABALE,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,CHADACHAN,GOVT LPS BIRADAR VASTI CHADACHAN,2025-02-24/2025-03-02,2,7,3.4285714285714284,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,MULASAVALAGI,GOVT LPS BIRADAR VST MULASAVALAGI,2025-02-24/2025-03-02,2,5,1.0,12,4,4.0
DHARWAD,VIJAYAPURA,CHADACHAN,NIVARAGI,GOVT LPS BIRAPPA NAGAR UMARAJ,2025-02-10/2025-02-16,1,0,,1,0,
DHARWAD,VIJAYAPURA,CHADACHAN,NIVARAGI,GOVT LPS BIRAPPA NAGAR UMARAJ,2025-02-17/2025-02-23,1,1,4.0,1,0,
DHARWAD,VIJAYAPURA,CHADACHAN,NIVARAGI,GOVT LPS BIRAPPA NAGAR UMARAJ,2025-02-24/2025-03-02,3,10,1.5,1,2,3.5
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,INGALESHWAR,GOVT LPS BIRESHWAR NGR INGALESHWAR,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,INGALESHWAR,GOVT LPS BIRESHWAR NGR INGALESHWAR,2025-02-24/2025-03-02,4,39,3.0256410256410255,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,JALAGERI,GOVT LPS BISALA SIDDESHWAR VASTI YATNAL,2025-02-24/2025-03-02,1,5,4.0,3,3,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,ARAKERI,GOVT LPS BISHAN DODDI ARAKERI,2025-02-24/2025-03-02,2,8,2.0,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,KORAWAR,GOVT LPS BOMMANAJOGI LT 2,2025-02-10/2025-02-16,1,1,3.0,0,3,2.6666666666666665
KALABURAGI,KALBURGI,JEWARGI,ARALAGUNDAGI,GOVT LPS BUDDA NAGAR KONASIRASAGI,2025-02-03/2025-02-09,1,0,,0,1,4.0
KALABURAGI,KALBURGI,JEWARGI,ARALAGUNDAGI,GOVT LPS BUDDA NAGAR KONASIRASAGI,2025-02-10/2025-02-16,2,7,1.8571428571428572,2,1,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,ALIYABAD,GOVT LPS BUITE VASTI DYABERI,2025-02-03/2025-02-09,2,19,3.1578947368421053,17,17,3.2941176470588234
DHARWAD,VIJAYAPURA,SINDAGI,SINDAGI,GOVT LPS BUS DEPOT SINDAGI,2025-02-24/2025-03-02,2,3,3.6666666666666665,0,0,
DHARWAD,VIJAYAPURA,INDI,SALOTAGI,GOVT LPS CHANAGOND VST SALOTAGI,2025-02-17/2025-02-23,2,0,,3,0,
KALABURAGI,BIDAR,HUMNABAD,HANDIKERA,GOVT LPS CHANDANHALLI (BADAWANE),2025-02-03/2025-02-09,1,1,1.0,5,0,
KALABURAGI,BIDAR,HUMNABAD,HANDIKERA,GOVT LPS CHANDANHALLI (BADAWANE),2025-02-10/2025-02-16,1,2,1.0,6,0,
KALABURAGI,BIDAR,HUMNABAD,HANDIKERA,GOVT LPS CHANDANHALLI (BADAWANE),2025-02-17/2025-02-23,1,1,4.0,0,0,
KALABURAGI,BIDAR,HUMNABAD,HANDIKERA,GOVT LPS CHANDANHALLI (BADAWANE),2025-02-24/2025-03-02,1,0,,2,3,3.6666666666666665
DHARWAD,VIJAYAPURA,SINDAGI,BALAGANUR,GOVT LPS CHANDKAVATE VASTI,2025-02-17/2025-02-23,1,1,2.0,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,BALAGANUR,GOVT LPS CHANDKAVATE VASTI,2025-02-24/2025-03-02,1,2,3.0,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HONAGANAHALLI,GOVT LPS CHANDRA PRABHA CR JUMNAL,2025-02-17/2025-02-23,2,0,,0,4,3.75
DHARWAD,VIJAYAPURA,SINDAGI,JALAWAD,GOVT LPS CHANNAYYA VST JALAWAD,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,JALAWAD,GOVT LPS CHANNAYYA VST JALAWAD,2025-02-24/2025-03-02,1,1,0.0,0,0,
KALABURAGI,KALBURGI,CHINCHOLI,GADILINGADALLI,GOVT LPS CHANNUR TANDA,2025-02-24/2025-03-02,1,11,2.5454545454545454,0,0,
KALABURAGI,KALBURGI,JEWARGI,IJERI,GOVT LPS CHIGARAHALLI CAMP,2025-02-03/2025-02-09,1,1,2.0,0,0,
KALABURAGI,KALBURGI,JEWARGI,IJERI,GOVT LPS CHIGARAHALLI CAMP,2025-02-17/2025-02-23,1,1,1.0,5,1,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,JALAGERI,GOVT LPS CHIGARAYAL,2025-02-17/2025-02-23,1,0,,0,9,3.5555555555555554
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,JALAGERI,GOVT LPS CHIGARAYAL,2025-02-24/2025-03-02,2,0,,0,2,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BABANAGAR,GOVT LPS CHIKKASAI V. BIJJARAG,2025-02-10/2025-02-16,2,5,1.4,1,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BABANAGAR,GOVT LPS CHIKKASAI V. BIJJARAG,2025-02-17/2025-02-23,1,0,,3,0,
KALABURAGI,KALBURGI,CHITTAPUR,HEBBAL,GOVT LPS CHINCHOLI TANDA,2025-02-10/2025-02-16,1,3,2.0,6,0,
DHARWAD,VIJAYAPURA,MUDDEBIHAL,YARAZARI,GOVT LPS CHIRCHANAKALL,2025-02-17/2025-02-23,1,3,3.3333333333333335,0,0,
KALABURAGI,BIDAR,BIDAR,NAUBAD,GOVT LPS CHONDI,2025-02-10/2025-02-16,3,8,2.0,15,7,3.857142857142857
DHARWAD,VIJAYAPURA,MUDDEBIHAL,DHAVALAGI,GOVT LPS CHONDI,2025-02-10/2025-02-16,3,8,2.0,15,7,3.857142857142857
KALABURAGI,BIDAR,BIDAR,NAUBAD,GOVT LPS CHONDI,2025-02-17/2025-02-23,1,3,1.0,3,3,2.0
DHARWAD,VIJAYAPURA,MUDDEBIHAL,DHAVALAGI,GOVT LPS CHONDI,2025-02-17/2025-02-23,1,3,1.0,3,3,2.0
DHARWAD,BAGALKOT,JAMAKHANDI,TODALBAGI,GOVT LPS CHOURI TOTA ADIHUDI,2025-02-10/2025-02-16,1,14,3.357142857142857,0,0,
KALABURAGI,KALBURGI,CHITTAPUR,CHITTAPUR EAST,GOVT LPS CHOWDAMMANA GOUDI,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,BARADOL,GOVT LPS D NIMBARGI HK,2025-02-24/2025-03-02,2,6,1.8333333333333333,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,BALAGANUR,GOVT LPS D.N.KAGIN VST CHANDKAVATE,2025-02-17/2025-02-23,1,1,3.0,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,BALAGANUR,GOVT LPS D.N.KAGIN VST CHANDKAVATE,2025-02-24/2025-03-02,1,2,4.0,0,0,
KALABURAGI,YADAGIRI,YADGIR,BADIYAL,GOVT LPS DADDAL,2025-02-03/2025-02-09,1,0,,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,MULASAVALAGI,GOVT LPS DADED VASTI MULASAVALAGI,2025-02-24/2025-03-02,2,10,1.3,6,5,3.2
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,MULAWAD,GOVT LPS DADEDAWAR TOTA TALEWAD,2025-02-10/2025-02-16,2,4,1.0,6,2,4.0
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,MULAWAD,GOVT LPS DADEDAWAR TOTA TALEWAD,2025-02-17/2025-02-23,1,1,1.0,2,0,
KALABURAGI,KALBURGI,CHITTAPUR,SHAHABAD,GOVT LPS DAKKAFILE SHAHBAD,2025-02-10/2025-02-16,1,3,0.0,0,0,
KALABURAGI,KALBURGI,CHITTAPUR,SHAHABAD,GOVT LPS DAKKAFILE SHAHBAD,2025-02-17/2025-02-23,1,1,3.0,0,1,1.0
KALABURAGI,BIDAR,AURAD,WADGAON,GOVT LPS DAKU TANDA,2025-02-03/2025-02-09,1,1,3.0,1,1,3.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,KAKHANDAKI,GOVT LPS DALAWAI T KAKHNDAKI,2025-02-17/2025-02-23,1,1,1.0,0,3,0.6666666666666666
DHARWAD,VIJAYAPURA,SINDAGI,GOLAGERI,GOVT LPS DAMBAL,2025-02-10/2025-02-16,1,2,1.5,3,0,
DHARWAD,BAGALKOT,JAMAKHANDI,TERDAL WEST,GOVT LPS DASARATTI TERADAL,2025-02-10/2025-02-16,1,0,,1,0,
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMAIDALAI,GOVT LPS DASTAPUR,2025-02-24/2025-03-02,1,2,2.5,1,0,
KALABURAGI,KALBURGI,JEWARGI,JERATAGI,GOVT LPS DESANAGI NEW EXT.,2025-02-03/2025-02-09,1,1,1.0,1,0,
KALABURAGI,KALBURGI,JEWARGI,JERATAGI,GOVT LPS DESANAGI NEW EXT.,2025-02-17/2025-02-23,2,1,1.0,1,2,3.0
KALABURAGI,KALBURGI,JEWARGI,JERATAGI,GOVT LPS DESANAGI NEW EXT.,2025-02-24/2025-03-02,2,2,1.0,0,2,4.0
DHARWAD,VIJAYAPURA,INDI,INDI NO. 2,GOVT LPS DESHPANDE LT 2,2025-02-17/2025-02-23,1,1,1.0,4,1,3.0
KALABURAGI,BIDAR,HUMNABAD,CHANGLERA,GOVT LPS DEVAGIRI THANDA (B),2025-02-10/2025-02-16,1,12,1.1666666666666667,1,0,
KALABURAGI,YADAGIRI,YADGIR,HATTIKUNI,GOVT LPS DEVANADODDI HATTIKUNI,2025-02-10/2025-02-16,1,3,2.3333333333333335,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,DEVAR HIPPARAGI,GOVT LPS DEVARAHIPPARGI LT,2025-02-03/2025-02-09,1,0,,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,DEVAR HIPPARAGI,GOVT LPS DEVARAHIPPARGI LT,2025-02-10/2025-02-16,3,18,2.611111111111111,6,1,3.0
KALABURAGI,KALBURGI,CHITTAPUR,KALAGI,GOVT LPS DEVIKAL TANDA,2025-02-17/2025-02-23,1,1,0.0,0,0,
KALABURAGI,KALBURGI,CHITTAPUR,KALAGI,GOVT LPS DEVIKAL TANDA,2025-02-24/2025-03-02,1,3,0.0,2,3,3.0
KALABURAGI,BIDAR,AURAD,JAMAGI,GOVT LPS DHAKU THANDA,2025-02-10/2025-02-16,1,1,2.0,1,2,1.5
KALABURAGI,KALBURGI,CHINCHOLI,RUMMANGUD,GOVT LPS DHARI TANDA.THANDA,2025-02-24/2025-03-02,2,3,1.0,3,0,
DHARWAD,VIJAYAPURA,SINDAGI,BALAGANUR,GOVT LPS DHARIKAR VST CHANDKAVATE,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,BAGALKOT,JAMAKHANDI,GOTHE,GOVT LPS DHULIKODI TOTA KALABILAGI,2025-02-17/2025-02-23,1,1,3.0,3,0,
KALABURAGI,KALBURGI,CHITTAPUR,CHITTAPUR EAST,GOVT LPS DIGGAOAN ROAD CHITTAPUR,2025-02-03/2025-02-09,1,2,2.5,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,AHERI,GOVT LPS DODAMANI VSTI AHERI,2025-02-10/2025-02-16,1,2,1.5,5,3,2.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,AHERI,GOVT LPS DODAMANI VSTI AHERI,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,KALBURGI,SEDAM,SEDAM EAST,GOVT LPS DODDA AGASI SEDAM,2025-02-10/2025-02-16,1,3,1.3333333333333333,0,1,3.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BOMMANAHALLII,GOVT LPS DOMANALA LT 1,2025-02-10/2025-02-16,1,4,3.0,3,0,
KALABURAGI,KALBURGI,CHITTAPUR,ALLOLLI,GOVT LPS DONGARU NAYAK TANDA,2025-02-03/2025-02-09,1,1,4.0,0,0,
DHARWAD,VIJAYAPURA,MUDDEBIHAL,ADAVI SOMANAL,GOVT LPS DONKAMADU,2025-02-10/2025-02-16,2,8,0.75,5,0,
KALABURAGI,KALBURGI,AFZALPUR,KARAJAGI,GOVT LPS DUDDANAGI,2025-02-10/2025-02-16,2,9,1.2222222222222223,21,0,
KALABURAGI,KALBURGI,AFZALPUR,KARAJAGI,GOVT LPS DUDDANAGI,2025-02-17/2025-02-23,1,0,,3,3,1.3333333333333333
KALABURAGI,YADAGIRI,YADGIR,YADGIR RURAL,GOVT LPS DURGANAGAR GUNJ YADGI,2025-02-10/2025-02-16,1,3,1.3333333333333333,8,3,3.0
KALABURAGI,KALBURGI,CHINCHOLI,CHENGATA,GOVT LPS DUTTARGA TANDA,2025-02-24/2025-03-02,1,1,2.0,0,0,
KALABURAGI,BIDAR,BIDAR,ALIAMBER,GOVT LPS EISLAMPUR,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,VIJAYAPURA,INDI,ATHARGA,GOVT LPS ELLUMAKKALTAI VASTI BENAKA,2025-01-27/2025-02-02,2,0,,3,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HONAGANAHALLI,GOVT LPS ENNISONDI VST DUDIHAL,2025-02-17/2025-02-23,1,2,2.0,1,0,
DHARWAD,VIJAYAPURA,SINDAGI,KANNOLLI,GOVT LPS EVOOR VASTI BUDIHAL PH,2025-02-17/2025-02-23,1,3,2.3333333333333335,4,1,4.0
KALABURAGI,BIDAR,BIDAR,MANGALPET,GOVT LPS FAIZAPUR,2025-02-03/2025-02-09,1,2,1.5,0,0,
KALABURAGI,BIDAR,BIDAR,MANGALPET,GOVT LPS FAIZAPUR,2025-02-10/2025-02-16,1,3,1.3333333333333333,1,0,
KALABURAGI,KALBURGI,GULBARGA NORTH,JEEVANAGI,GOVT LPS G. GIRI TANDA SCHOOL,2025-02-17/2025-02-23,1,1,3.0,0,1,4.0
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMANCHOD,GOVT LPS G.SETH THANDA,2025-02-24/2025-03-02,1,0,,3,0,
KALABURAGI,KALBURGI,SEDAM,MUDHOL,GOVT LPS GADDMEEDA TANDA,2025-02-10/2025-02-16,2,4,2.25,0,0,
DHARWAD,VIJAYAPURA,MUDDEBIHAL,KODAGANUR,GOVT LPS GADI SOMANAL LT2,2025-02-10/2025-02-16,1,6,2.0,4,6,2.1666666666666665
KALABURAGI,KALBURGI,CHINCHOLI,GADILINGADALLI,GOVT LPS GADILINGADALLI NO TWO,2025-02-24/2025-03-02,1,1,4.0,0,2,4.0
DHARWAD,VIJAYAPURA,CHADACHAN,JIGAJIVANAGI,GOVT LPS GADYALVASTI JIGJIVANI,2025-02-17/2025-02-23,2,2,3.5,0,0,
KALABURAGI,KALBURGI,SEDAM,KANAGADDA,GOVT LPS GAJALAPUR,2025-02-10/2025-02-16,1,4,3.0,8,0,
KALABURAGI,KALBURGI,JEWARGI,MALLI,GOVT LPS GANDHI NAGAR MALLI,2025-02-03/2025-02-09,1,3,2.3333333333333335,3,0,
KALABURAGI,KALBURGI,JEWARGI,MALLI,GOVT LPS GANDHI NAGAR MALLI,2025-02-10/2025-02-16,1,3,1.0,3,3,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,NAGATHAN,GOVT LPS GANDHI NGR NAGATHAN,2025-02-24/2025-03-02,1,0,,0,0,
DHARWAD,BAGALKOT,JAMAKHANDI,HULYAL,GOVT LPS GANDINAGAR JAMAKHANDI,2025-02-03/2025-02-09,2,14,1.7142857142857142,18,3,3.0
DHARWAD,BAGALKOT,JAMAKHANDI,HULYAL,GOVT LPS GANDINAGAR JAMAKHANDI,2025-02-10/2025-02-16,1,16,1.0625,36,6,3.5
DHARWAD,BAGALKOT,JAMAKHANDI,HULYAL,GOVT LPS GANDINAGAR JAMAKHANDI,2025-02-17/2025-02-23,1,0,,7,0,
DHARWAD,VIJAYAPURA,SINDAGI,ALMEL,GOVT LPS GANESH NAGAR ALMEL,2025-02-10/2025-02-16,2,5,2.2,4,0,
DHARWAD,VIJAYAPURA,INDI,TADWALAGA,GOVT LPS GANESH NAGAR TADAVALG,2025-02-03/2025-02-09,2,4,1.5,3,3,2.3333333333333335
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,TAKKALAKI,GOVT LPS GANESH NGR TAKKALAKI,2025-02-10/2025-02-16,1,1,3.0,0,8,3.25
DHARWAD,VIJAYAPURA,SINDAGI,KANNOLLI,GOVT LPS GANGAMMA VST KANNOLLI,2025-02-17/2025-02-23,2,3,2.3333333333333335,1,2,3.5
KALABURAGI,YADAGIRI,YADGIR,YADGIR URBAN,GOVT LPS GANGANAGAR YADGIR,2025-02-10/2025-02-16,2,2,2.0,0,0,
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,MANAGULI NO. 2,GOVT LPS GANGUN LT,2025-02-10/2025-02-16,1,3,2.3333333333333335,0,0,
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,MANAGULI NO. 2,GOVT LPS GANGUN LT,2025-02-17/2025-02-23,1,6,2.6666666666666665,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR LT,2025-02-03/2025-02-09,1,1,4.0,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR LT,2025-02-10/2025-02-16,1,17,2.3529411764705883,26,6,3.3333333333333335
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR LT,2025-02-17/2025-02-23,1,1,0.0,0,0,
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR LT,2025-02-24/2025-03-02,3,13,2.3076923076923075,26,15,3.6
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR TOTA,2025-02-10/2025-02-16,1,1,1.0,1,10,4.0
DHARWAD,VIJAYAPURA,SINDAGI,RAMPUR PA,GOVT LPS GANIHAR TOTA,2025-02-17/2025-02-23,1,2,3.0,0,2,4.0
KALABURAGI,KALBURGI,CHINCHOLI,SULEPETH,GOVT LPS GANJGERA,2025-02-10/2025-02-16,1,3,1.6666666666666667,2,2,2.0
KALABURAGI,KALBURGI,JEWARGI,GANWAR,GOVT LPS GANWAR ( H B),2025-02-10/2025-02-16,1,3,1.3333333333333333,0,0,
KALABURAGI,YADAGIRI,YADGIR,YERGOLE,GOVT LPS GEMU NAYAK THANDA,2025-02-10/2025-02-16,1,3,1.0,12,3,4.0
KALABURAGI,BIDAR,AURAD,JAMAGI,GOVT LPS GHAMA THANDA,2025-02-10/2025-02-16,2,7,2.2857142857142856,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,KALLAKAVATAGI,GOVT LPS GHONASAGI LT 1,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KALBURGI,ALAND,KADAGANCHI,GOVT LPS GIRLS KADAGANCHI,2025-02-10/2025-02-16,1,4,2.75,12,4,1.75
DHARWAD,VIJAYAPURA,CHADACHAN,BARADOL,GOVT LPS GODIHAL MRV,2025-02-03/2025-02-09,1,4,2.75,4,1,4.0
DHARWAD,VIJAYAPURA,CHADACHAN,BARADOL,GOVT LPS GODIHAL MRV,2025-02-17/2025-02-23,1,1,3.0,4,1,3.0
DHARWAD,VIJAYAPURA,CHADACHAN,BARADOL,GOVT LPS GODIHAL MRV,2025-02-24/2025-03-02,2,1,4.0,7,3,4.0
DHARWAD,BAGALKOT,JAMAKHANDI,GOLABHAVI,GOVT LPS GOLABHAVI TOTA NO.1,2025-02-17/2025-02-23,1,4,2.25,0,0,
KALABURAGI,KALBURGI,SEDAM,LINGAMPALLI,GOVT LPS GOPANPALLI (B),2025-02-03/2025-02-09,1,2,2.5,2,0,
KALABURAGI,BIDAR,BASAVAKALYAN,BELURA,GOVT LPS GOUR THANDA,2025-02-10/2025-02-16,1,1,2.0,0,0,
KALABURAGI,BIDAR,BIDAR,BAROOR,GOVT LPS GOUSPUR,2025-02-10/2025-02-16,1,5,2.6,0,0,
KALABURAGI,BIDAR,BIDAR,BAROOR,GOVT LPS GOUSPUR,2025-02-24/2025-03-02,1,4,1.75,5,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,NIDONI,GOVT LPS GRADEN KUMATE,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,BOMMANAHALLII,GOVT LPS GUDDAD VASTI DOMANAL,2025-02-10/2025-02-16,1,1,2.0,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,JIGAJIVANAGI,GOVT LPS GUDDAD VST JIGANIVANI,2025-02-17/2025-02-23,1,1,3.0,0,0,
KALABURAGI,YADAGIRI,YADGIR,YERGOLE,GOVT LPS GUDEKATTI YERGOL,2025-02-10/2025-02-16,3,9,1.4444444444444444,0,0,
DHARWAD,VIJAYAPURA,INDI,INDI NO. 2,GOVT LPS GUDLENNAWAR VST SATAPUR,2025-02-03/2025-02-09,1,1,0.0,0,0,
DHARWAD,VIJAYAPURA,INDI,INDI NO. 2,GOVT LPS GUDLENNAWAR VST SATAPUR,2025-02-17/2025-02-23,2,7,1.0,6,3,3.0
DHARWAD,VIJAYAPURA,INDI,INDI NO. 2,GOVT LPS GUDLENNAWAR VST SATAPUR,2025-02-24/2025-03-02,1,3,0.6666666666666666,2,5,2.8
DHARWAD,BAGALKOT,JAMAKHANDI,TODALBAGI,GOVT LPS GUGGARI VASTI ADIHUDI,2025-02-17/2025-02-23,1,17,2.4705882352941178,0,0,
KALABURAGI,KALBURGI,JEWARGI,IJERI,GOVT LPS GUGIHAL TANDA,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,KALBURGI,JEWARGI,IJERI,GOVT LPS GUGIHAL TANDA,2025-02-24/2025-03-02,1,3,3.3333333333333335,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HALAGANI,GOVT LPS GUGIKODA/KORI VASTI SHEGUN,2025-02-17/2025-02-23,2,5,2.6,14,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HALAGANI,GOVT LPS GUGIKODA/KORI VASTI SHEGUN,2025-02-24/2025-03-02,1,0,,0,4,2.75
KALABURAGI,KALBURGI,GULBARGA SOUTH,POLICE COLONY,GOVT LPS GULLABA WADI,2025-01-27/2025-02-02,1,4,1.0,0,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,POLICE COLONY,GOVT LPS GULLABA WADI,2025-02-03/2025-02-09,1,0,,4,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,POLICE COLONY,GOVT LPS GULLABA WADI,2025-02-10/2025-02-16,1,0,,4,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,POLICE COLONY,GOVT LPS GULLABA WADI,2025-02-24/2025-03-02,1,0,,4,0,
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,K SALAWADAGI,GOVT LPS GUNDAGIYAVAR THOTA DINDAVA,2025-02-10/2025-02-16,1,1,1.0,4,1,2.0
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,K SALAWADAGI,GOVT LPS GUNDAGIYAVAR THOTA DINDAVA,2025-02-17/2025-02-23,1,1,4.0,0,0,
DHARWAD,VIJAYAPURA,BASAVAN BAGEWADI,K SALAWADAGI,GOVT LPS GUNDAGIYAVAR THOTA DINDAVA,2025-02-24/2025-03-02,1,0,,1,1,2.0
DHARWAD,BAGALKOT,JAMAKHANDI,BANAHATTI WEST,GOVT LPS GUNDAYYA SWAMI VASTI ASANGI,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,KALBURGI,SEDAM,LINGAMPALLI,GOVT LPS GUNDEPALLI,2025-02-10/2025-02-16,1,4,0.5,5,2,2.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,ARJUNAGI,GOVT LPS GURADE VASTI KATRAL,2025-02-10/2025-02-16,2,0,,1,0,
KALABURAGI,KALBURGI,CHITTAPUR,HALAKATTA,GOVT LPS GURUJINAIK TANDA HALAKATTA,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,KALBURGI,CHITTAPUR,HALAKATTA,GOVT LPS GURUJINAIK TANDA HALAKATTA,2025-02-10/2025-02-16,1,3,2.3333333333333335,0,0,
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMANCHOD,GOVT LPS GURUMPALLI,2025-02-24/2025-03-02,1,0,,2,0,
DHARWAD,VIJAYAPURA,SINDAGI,DEVANAGAON,GOVT LPS GURUMURTY VST DEVANGOAN,2025-02-24/2025-03-02,1,2,3.0,1,1,4.0
KALABURAGI,KALBURGI,JEWARGI,JEWARGI NORTH,GOVT LPS H B COLONY JEWARGI,2025-02-17/2025-02-23,1,3,1.0,12,0,
KALABURAGI,KALBURGI,JEWARGI,JEWARGI NORTH,GOVT LPS H B COLONY JEWARGI,2025-02-24/2025-03-02,1,0,,3,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,KANNUR,GOVT LPS H DADDI KANNUR,2025-02-03/2025-02-09,1,2,0.0,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,KANNUR,GOVT LPS H DADDI KANNUR,2025-02-10/2025-02-16,2,4,1.5,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,KANNUR,GOVT LPS H DADDI KANNUR,2025-02-17/2025-02-23,1,0,,2,1,2.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,SHIVANAGI,GOVT LPS HADAGALI LT 2,2025-02-10/2025-02-16,1,1,2.0,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,SHIVANAGI,GOVT LPS HADAGALI LT 2,2025-02-17/2025-02-23,2,9,3.3333333333333335,4,5,3.6
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,SHIVANAGI,GOVT LPS HADAGALI LT 2,2025-02-24/2025-03-02,2,8,1.75,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HADALASANG,GOVT LPS HADALASANG LT 1,2025-02-03/2025-02-09,1,1,3.0,0,1,2.0
